REF_DATE,PRENAME,Sex,Age group and first officiel language spoken,Immigrant and generation status,Visible minority status,"Highest certificate, diploma or degree",Indicators,VALUE
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Participation rate,75
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Employment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Employment rate,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Employment rate,75
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,80
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Southeast Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Employment rate,100
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Employment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Employment rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,West Asian,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Participation rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Employment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Employment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Employment rate,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Population in full-time employment,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Population in full-time employment,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Korean,"Total – Highest certificate, diploma or degree",Population in full-time employment,100
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Participation rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Employment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Employment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Employment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2011,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2016,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Unemployment rate,
2006,Nunavut,Total – Sex,Total – 15 years and over,Total – Immigrant and generation status,Japanese,"Total – Highest certificate, diploma or degree",Population in full-time employment,
